AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeuponOutcome(Weeks)
A720469,Popeye,2016-02-10 17:38:00,Return_to_owner,,Dog,Neutered Male,Boston Terrier Mix,Black/White,208.0
A700443,,2015-04-13 19:07:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,0.2857142857142857
A712358,,2015-09-22 15:57:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue,1.0
A680597,Junior,2014-06-04 18:39:00,Return_to_owner,,Dog,Neutered Male,Rottweiler Mix,Black,416.0
A669306,America,2015-01-21 18:36:00,Return_to_owner,,Dog,Spayed Female,Affenpinscher Mix,Black,208.0
A679483,Charlie,2014-06-17 13:26:00,Transfer,Partner,Dog,Neutered Male,German Shepherd Mix,Tricolor,22.5
A687025,,2014-08-30 15:01:00,Euthanasia,Suffering,Dog,Intact Male,German Shepherd Mix,Brown,520.0
A702883,Bubush,2015-05-19 12:34:00,Euthanasia,Suffering,Cat,Neutered Male,Domestic Longhair Mix,White/Black,936.0
A717073,Athena,2015-12-02 13:33:00,Return_to_owner,,Dog,Intact Female,Alaskan Husky,Black/White,104.0
A707131,Clemmie,2015-07-12 12:09:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Black,49.5
A675311,,2014-03-26 13:24:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,0.2857142857142857
A713854,Stormy,2015-11-14 19:31:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White,4.5
A704403,Cupcake,2015-07-18 17:31:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,9.0
A679386,Coco,2015-07-15 13:48:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Chocolate/White,208.0
A677312,Tiger,2014-05-05 17:32:00,Adoption,,Dog,Neutered Male,Maltese/Chihuahua Shorthair,White/Buff,156.0
A665684,Pete,2013-11-02 12:18:00,Adoption,,Dog,Intact Male,Chihuahua Shorthair Mix,Brown/White,9.0
A685491,Marty,2014-08-17 15:09:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,9.0
A719249,Miso,2016-01-20 18:07:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black/Brown,22.5
A686389,Bam Bam,2014-09-04 14:25:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Chocolate,27.0
A689900,,2014-10-12 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black/White,52.0
A667026,Mo,2013-11-16 14:26:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,9.0
A661850,Gucci,2013-10-09 18:41:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,18.0
A674730,Littletyrone,2014-03-17 16:54:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,312.0
A667345,Cassie,2013-12-01 12:35:00,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Black/White,13.5
A686092,,2014-08-17 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair,Orange/White,22.5
A690993,Aragorn,2014-11-03 18:32:00,Adoption,,Dog,Neutered Male,Plott Hound Mix,Brown Brindle,9.0
A628159,Delgado,2014-10-04 08:52:00,Euthanasia,Aggressive,Dog,Neutered Male,Carolina Dog Mix,Tan,208.0
A701577,Dolly P,2015-06-08 13:23:00,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White,52.0
A718136,Gemini,2015-12-28 14:11:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/White,312.0
A693955,,2014-12-18 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black/White,18.0
A681857,Tarva,2014-06-26 08:58:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Tan,52.0
A665258,Birdie,2013-12-04 12:44:00,Transfer,Partner,Cat,Spayed Female,Snowshoe Mix,Seal Point,52.0
A684545,Pearl,2014-07-25 18:11:00,Return_to_owner,,Dog,Intact Female,Boxer Mix,White,572.0
A689554,Moscow,2014-10-20 12:42:00,Transfer,Partner,Dog,Spayed Female,Siberian Husky Mix,Black/White,45.0
A665042,,2013-10-12 19:24:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,3.0
A704242,,2015-06-03 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Tortie,52.0
A698327,Kodah,2015-07-06 18:31:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Black/White,208.0
A695658,,2015-01-21 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Torbie,27.0
A707375,Candy Cane,2015-11-28 17:31:00,Adoption,,Dog,Spayed Female,Pit Bull,Brown/White,45.0
A675550,Lolly,2014-03-30 14:20:00,Adoption,,Dog,Spayed Female,Yorkshire Terrier Mix,Tan/Black,156.0
A694310,,2014-12-27 12:12:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Chocolate/White,0.2857142857142857
A666315,Blanca,2013-11-03 14:40:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Tan,312.0
A689779,Nico,2014-10-12 11:34:00,Return_to_owner,,Dog,Spayed Female,Beagle Mix,Tricolor,260.0
A673601,,2014-03-01 13:59:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby/White,104.0
A584566,Meow,2015-07-20 13:11:00,Return_to_owner,,Cat,Spayed Female,Domestic Shorthair Mix,Blue/White,728.0
A711579,Gigi,2015-09-22 19:02:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,52.0
A712317,Angel,2015-09-23 11:06:00,Return_to_owner,,Dog,Spayed Female,Miniature Poodle/Maltese,White,52.0
A674752,Bella,2014-03-25 16:17:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black,52.0
A708989,,2015-08-04 09:00:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,156.0
A691871,,2014-11-11 13:18:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,4.0
A679586,Ophelia,2014-07-13 17:50:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black,9.0
A700287,Austin,2015-06-06 14:06:00,Adoption,,Dog,Neutered Male,Labrador Retriever,Black/White,45.0
A679924,Sprout,2014-07-01 14:30:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Calico,4.5
A684923,,2014-07-31 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,18.0
A659400,Darth Caedus,2014-12-30 17:27:00,Return_to_owner,,Dog,Neutered Male,German Shepherd/Alaskan Malamute,Brown/White,208.0
A686562,Zooey,2014-12-03 07:49:00,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair Mix,Black,18.0
A691098,Sushi,2014-10-30 11:13:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Brown/White,104.0
A675342,Jenny,2014-05-09 13:06:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Calico/Blue Tabby,18.0
A681035,,2014-06-11 17:11:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,0.2857142857142857
A700587,,2015-04-16 15:07:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,0.14285714285714285
A716684,Beethoven,2016-01-30 18:11:00,Adoption,Foster,Cat,Neutered Male,Siamese Mix,Seal Point/White,9.0
A691706,Lucy,2014-12-13 14:16:00,Adoption,Foster,Cat,Spayed Female,Domestic Longhair Mix,Brown Tabby,9.0
A681113,Rocky,2014-06-24 17:28:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,31.5
A680048,Gabby,2014-06-08 17:54:00,Transfer,Partner,Dog,Spayed Female,Boxer/Labrador Retriever,Brown Brindle,624.0
A702264,Frankie,2015-05-14 13:54:00,Return_to_owner,,Dog,Spayed Female,Yorkshire Terrier/Chihuahua Shorthair,White/Black,52.0
A676733,Sunday,2014-04-18 17:25:00,Return_to_owner,,Dog,Spayed Female,Australian Shepherd Mix,Black/White,260.0
A711794,Lewey,2015-09-19 17:42:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White,52.0
A549989,Bert,2013-10-12 18:58:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,208.0
A693366,,2015-01-02 12:40:00,Transfer,Partner,Dog,Spayed Female,Rat Terrier Mix,Black/White,260.0
A676215,,2014-04-11 18:13:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Sable,9.0
A677991,Fred,2014-07-12 18:56:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black Smoke,13.5
A661391,Willie,2013-10-06 13:49:00,Adoption,,Dog,Neutered Male,Bull Terrier Mix,White,52.0
A713103,,2015-12-09 12:52:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,White/Blue Tabby,13.5
A691022,Comet,2014-11-04 17:07:00,Adoption,,Dog,Neutered Male,Beagle/Boxer,Brown/White,156.0
A684820,Rick,2014-08-06 14:22:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,4.5
A702932,Pepper,2015-07-24 13:11:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Calico,13.5
A687320,,2014-09-03 16:20:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,0.2857142857142857
A698288,Autie,2015-03-18 11:37:00,Return_to_owner,,Dog,Spayed Female,Border Collie/Australian Cattle Dog,White/Brown,104.0
A710014,Nico,2015-08-20 17:13:00,Return_to_owner,,Dog,Neutered Male,Cane Corso,Brown Brindle,208.0
A670009,Delilah,2014-02-02 13:57:00,Euthanasia,Rabies Risk,Dog,Spayed Female,Pit Bull Mix,Black/White,156.0
A700456,,2015-04-14 14:34:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,2.0
A697310,Sadie,2015-02-23 18:27:00,Adoption,,Dog,Spayed Female,Jack Russell Terrier Mix,White/Brown,9.0
A596753,Ms Kitty,2015-02-24 16:39:00,Return_to_owner,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,208.0
A669269,Ruby,2013-12-31 16:33:00,Adoption,,Dog,Intact Female,Labrador Retriever/Pit Bull,White/Black,4.5
A677561,,2014-04-26 15:23:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,0.42857142857142855
A685488,,2014-08-09 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Blue,36.0
A689532,Oso,2014-10-14 17:27:00,Return_to_owner,,Dog,Neutered Male,Akita/German Shepherd,White/Black,520.0
A713790,Sader,2015-12-16 16:01:00,Adoption,Foster,Dog,Spayed Female,Pit Bull Mix,Tan/White,104.0
A654508,Gloria,2013-11-16 13:45:00,Adoption,Foster,Cat,Spayed Female,Maine Coon Mix,Torbie,156.0
A701948,Samantha,2015-05-31 17:12:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,9.0
A697820,Bear,2015-03-01 14:11:00,Return_to_owner,,Dog,Neutered Male,German Shepherd/Chow Chow,Brown,416.0
A693913,Tobias,2015-02-13 11:24:00,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,45.0
A678511,Hank,2015-08-18 12:48:00,Return_to_owner,,Dog,Neutered Male,German Shepherd Mix,White,52.0
A701475,Rosie,2015-05-01 11:21:00,Return_to_owner,,Dog,Spayed Female,Pug,Tan/Black,468.0
A664021,Shadow,2013-10-12 19:14:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,9.0
A675499,Jazz,2014-03-28 14:20:00,Return_to_owner,,Dog,Intact Female,Border Collie Mix,Black/White,104.0
A681283,,2014-06-20 17:51:00,Adoption,,Dog,Neutered Male,Cairn Terrier Mix,Brown,13.5
A662774,Misty,2013-10-19 19:02:00,Adoption,,Dog,Spayed Female,Labrador Retriever/German Shepherd,Brown/Black,22.5
A685492,Luke,2014-08-17 15:09:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,9.0
A684121,,2014-07-19 18:32:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2.0
A656273,Pewter,2013-11-18 14:22:00,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Blue/White,27.0
A694642,Wilma,2015-02-27 13:36:00,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Black/White,52.0
A663210,Charlie,2014-04-12 15:32:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black,468.0
A680573,,2014-06-10 16:37:00,Transfer,Partner,Dog,Spayed Female,Wire Hair Fox Terrier/Chihuahua Shorthair,Cream,52.0
A668315,Casey,2013-12-13 11:47:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Black/Tan,208.0
A671391,Riker,2014-01-27 17:47:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Brown/White,9.0
A701009,Sadie,2015-05-27 17:49:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever Mix,Black,104.0
A694866,Mocha,2015-01-08 17:03:00,Return_to_owner,,Dog,Spayed Female,Cairn Terrier Mix,Tan/White,52.0
A709751,Jonas,2015-09-14 13:32:00,Died,In Foster,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,4.5
A706262,Honorina,2015-07-05 11:53:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Medium Hair Mix,Brown Tabby,9.0
A673976,Jasper,2014-03-21 19:32:00,Adoption,,Dog,Neutered Male,Siberian Husky/Labrador Retriever,White/Brown,22.5
A718692,Charlotte,2016-01-09 13:48:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black,156.0
A704331,Pan,2015-07-30 10:23:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,312.0
A713655,Tiny,2015-10-21 14:41:00,Adoption,,Dog,Intact Female,Chihuahua Shorthair Mix,White/Tan,624.0
A711007,Penny,2015-11-08 16:29:00,Adoption,,Dog,Spayed Female,Staffordshire Mix,Brown/White,52.0
A708533,,2015-07-31 14:13:00,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,Brown/White,3.0
A697089,Beasly,2015-03-01 13:19:00,Transfer,Partner,Dog,Neutered Male,Beagle Mix,Tricolor,260.0
A692471,Cokito,2014-12-01 11:43:00,Transfer,Partner,Dog,Neutered Male,Maltese/Shih Tzu,White,104.0
A670596,Fred,2014-01-12 12:15:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever,Yellow,208.0
A708513,,2015-08-01 18:42:00,Adoption,,Dog,Spayed Female,Dachshund Mix,White/Brown,13.5
A706973,Bella,2015-07-08 16:24:00,Return_to_owner,,Dog,Spayed Female,Lhasa Apso Mix,Brown/Gray,156.0
A712338,Noel,2015-09-27 12:36:00,Adoption,Offsite,Dog,Neutered Male,Harrier Mix,Tricolor,22.5
A681067,Summer,2014-10-14 15:19:00,Euthanasia,Aggressive,Dog,Spayed Female,Staffordshire Mix,Fawn,156.0
A696736,Addie,2015-02-11 12:32:00,Return_to_owner,,Dog,Spayed Female,Norwich Terrier Mix,Red/White,260.0
A689052,,2014-09-28 15:45:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,White/Orange Tabby,2.0
A665990,Lily,2013-11-02 11:33:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,156.0
A719825,Lacy,2016-02-02 12:18:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair/Jack Russell Terrier,Red/White,13.5
A718577,Sancho,2016-01-05 15:10:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,260.0
A682287,Philemon,2014-06-30 11:17:00,Return_to_owner,,Cat,Intact Male,Domestic Medium Hair Mix,Black,260.0
A702496,Murphy,2015-05-18 18:22:00,Adoption,,Dog,Neutered Male,Basset Hound Mix,Black/White,36.0
A676218,Agatha,2014-05-08 14:32:00,Adoption,,Dog,Spayed Female,Jack Russell Terrier/Pit Bull,White/Brown,104.0
A675538,Copper,2014-04-09 16:16:00,Transfer,Partner,Dog,Neutered Male,Beagle,Orange/White,27.0
A691864,Sloopy,2014-11-11 18:42:00,Return_to_owner,,Dog,Neutered Male,Bernese Mountain Dog Mix,Tricolor,416.0
A702504,,2015-05-14 18:50:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,4.0
A710517,Daisy,2015-10-20 08:34:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black,9.0
A720371,Moose,2016-02-15 00:00:00,Transfer,Partner,Dog,Neutered Male,Anatol Shepherd/Labrador Retriever,Buff,18.0
A680053,Ginger,2014-06-09 13:29:00,Adoption,,Dog,Spayed Female,Cocker Spaniel Mix,White/Liver,416.0
A678245,Canelo,2014-05-15 13:29:00,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Gold,104.0
A702174,,2015-07-28 10:00:00,Adoption,Foster,Cat,Neutered Male,Domestic Longhair Mix,Black,9.0
A683022,Rosebud,2014-07-06 12:32:00,Return_to_owner,,Dog,Spayed Female,Great Pyrenees Mix,White,676.0
A690109,Bugsy,2014-11-15 14:07:00,Transfer,Partner,Dog,Neutered Male,Pug,Brown/Black,260.0
A707310,Legs,2015-08-13 13:26:00,Transfer,Partner,Dog,Neutered Male,Chihuahua Longhair Mix,Brown,22.5
A709667,,2015-08-12 11:40:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever Mix,Black/White,4.5
A695213,Yogi,2015-01-19 18:33:00,Adoption,,Dog,Neutered Male,Siberian Husky Mix,White,52.0
A679767,,2014-05-29 18:50:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,52.0
A693315,Piper,2014-12-07 18:25:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair/Yorkshire Terrier,Black/Brown,27.0
A674944,Janie,2014-05-06 13:20:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,364.0
A689674,Roxy,2014-10-12 18:02:00,Adoption,,Dog,Spayed Female,Alaskan Malamute/Akita,Brown/Black,52.0
A663386,Bolou,2013-12-02 11:49:00,Transfer,Partner,Dog,Neutered Male,Chow Chow,Blue,208.0
A711339,Sadie Rose,2015-09-10 13:13:00,Euthanasia,Aggressive,Dog,Spayed Female,Rottweiler,Black/Brown,104.0
A671526,Ethal,2014-02-01 18:30:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Yellow,624.0
A620222,Hope,2015-10-18 16:41:00,Adoption,,Dog,Spayed Female,Collie Rough Mix,Tan/Black,208.0
A700046,,2015-04-09 14:17:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,0.42857142857142855
A683408,,2014-07-10 18:16:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,52.0
A680516,Derrick,2014-06-06 13:01:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,4.5
A710897,Origami,2015-09-04 15:53:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,9.0
A711724,,2015-09-11 00:00:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2.0
A676859,Midnight,2014-04-18 11:56:00,Return_to_owner,,Dog,Neutered Male,Flat Coat Retriever Mix,Black/White,52.0
A708327,Xena,2015-08-08 15:22:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue/White,13.5
A717916,Manchita,2015-12-26 12:34:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,260.0
A711169,Beyonce,2015-09-03 11:44:00,Return_to_owner,,Dog,Intact Female,American Pit Bull Terrier Mix,Fawn/White,104.0
A681720,Shaw May,2014-06-21 18:17:00,Return_to_owner,,Dog,Spayed Female,Pit Bull/Boxer,Brown Brindle/White,52.0
A685447,Prinsesa,2014-08-08 15:32:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/White,416.0
A408035,Lizzie,2014-12-27 12:59:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown Brindle,624.0
A677994,Isadora,2014-07-29 13:43:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,52.0
A663986,Roberto,2013-10-02 16:38:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black/White,4.5
A683712,,2014-07-21 13:07:00,Transfer,Partner,Dog,Spayed Female,Dachshund Wirehair/Chihuahua Longhair,Gray/White,45.0
A648065,Kerubin,2015-05-24 10:58:00,Euthanasia,Rabies Risk,Dog,Neutered Male,Basset Hound Mix,White/Brown,156.0
A703494,Stormy,2015-06-03 12:33:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Longhair Mix,Black,4.5
A691862,Rage,2014-11-11 18:51:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,White/Tan,52.0
A684531,,2014-08-02 11:58:00,Transfer,Partner,Dog,Intact Male,Chow Chow/Australian Cattle Dog,White/Red,31.5
A700776,,2015-04-19 13:47:00,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Black,3.0
A708720,Moon Light,2015-09-03 18:25:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,9.0
A680286,Oliver,2014-06-01 18:50:00,Return_to_owner,,Dog,Neutered Male,Miniature Schnauzer,Gray,312.0
A675977,Jude,2014-04-03 18:17:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,White/Brown,104.0
A682579,,2014-07-23 16:02:00,Transfer,Partner,Dog,Intact Male,Miniature Poodle Mix,Black/White,4.5
A695946,Sister,2015-02-15 14:34:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Black/White,52.0
A689110,,2014-09-30 09:00:00,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,104.0
A672237,Tina,2014-02-24 14:28:00,Adoption,,Dog,Spayed Female,Boxer/Catahoula,Red/White,9.0
A545780,Daniel Leon,2013-12-17 17:23:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,208.0
A705583,,2015-06-20 18:53:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,4.5
A709825,,2015-08-15 15:34:00,Euthanasia,Suffering,Dog,Intact Male,Pit Bull/Chinese Sharpei,Tan/White,260.0
A720427,Callie,2016-02-14 16:21:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,27.0
A613821,Rosie,2014-09-12 08:18:00,Adoption,Foster,Dog,Spayed Female,Pit Bull Mix,Tan/White,260.0
A716970,Noel,2015-12-06 18:20:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tricolor,104.0
A674469,Diamond,2014-03-25 17:15:00,Return_to_owner,,Dog,Intact Female,Pit Bull Mix,Blue/White,52.0
A668246,,2013-12-08 16:18:00,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Tan/White,104.0
A687037,Oscar,2015-08-17 16:54:00,Return_to_owner,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,676.0
A709749,Janeane,2015-09-22 12:49:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Calico,52.0
A678088,June,2014-06-24 16:39:00,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Orange Tabby/White,104.0
A699713,,2015-04-02 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby,36.0
A704438,Cedric,2015-06-05 15:51:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/Tan,208.0
A509228,Cesar,2014-04-10 14:20:00,Return_to_owner,,Dog,Neutered Male,Pit Bull,Blue/White,416.0
A677773,,2014-04-29 13:38:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,0.8571428571428571
A682672,Dude,2014-07-01 15:10:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,416.0
A656608,Rascal,2015-09-03 13:39:00,Transfer,Partner,Dog,Neutered Male,Dachshund/Chihuahua Shorthair,Brown/White,104.0
A683114,French Fry,2014-08-23 16:51:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,White/Orange Tabby,18.0
A679916,Jacks,2014-06-11 15:50:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Brown/Black,156.0
A718646,Agatha,2016-01-21 16:39:00,Adoption,,Dog,Spayed Female,Jack Russell Terrier Mix,White/Brown,364.0
A692608,Lucky,2015-03-01 13:37:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Blue/White,52.0
A664058,Bubba,2015-06-01 17:47:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Pit Bull,Black/White,104.0
A702743,Jackson,2015-06-24 18:17:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,13.5
A689480,Miracle,2014-10-10 15:07:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Calico,40.5
A720862,Cerberus,2016-02-16 16:59:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,27.0
A695579,Cleopatra,2015-01-31 17:47:00,Adoption,,Dog,Spayed Female,American Staffordshire Terrier,Brown/White,208.0
A686225,Shiner,2014-09-06 17:58:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Dalmatian,White/Brown,27.0
A677306,,2014-09-23 11:16:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,27.0
A683996,,2014-07-25 16:43:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever,Yellow,31.5
A704806,,2015-06-09 15:54:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,3.0
A704952,Tommy,2015-08-11 00:00:00,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,13.5
A623449,Topi,2014-01-05 12:22:00,Adoption,,Dog,Neutered Male,Pointer/Chinese Sharpei,White/Brown,260.0
